"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"183855_at"	"7.16e-01"	"3.46e-01"	"1.2531"	"srh-137"	"Serpentine Receptor, class H"
"179732_s_at"	"7.16e-01"	"3.46e-01"	"1.25298"	"ZK856.11"	"Probable RNA-binding protein EIF1AD"
"173617_at"	"7.16e-01"	"3.46e-01"	"1.25295"	"tag-343"	"hypothetical protein"
"190243_at"	"7.16e-01"	"3.46e-01"	"1.25294"	"F40G9.14"	"hypothetical protein"
"192796_at"	"7.16e-01"	"3.46e-01"	"1.25292"	"pir-1"	"Phosphatase Interacting with RNA/RNP"
"177933_at"	"7.16e-01"	"3.46e-01"	"1.25279"	"chil-27"	"CHItinase-Like"
"192791_s_at"	"7.17e-01"	"3.46e-01"	"1.25249"	"hbl-1"	"HunchBack Like (fly gap gene related)"
"177494_at"	"7.17e-01"	"3.47e-01"	"1.2524"	"taf-3"	"TAF (TBP-associated transcription factor) family"
"175899_at"	"7.17e-01"	"3.47e-01"	"1.25199"	"K06C4.1///F07B7.8"	"hypothetical protein///hypothetical protein"
"179111_at"	"7.17e-01"	"3.47e-01"	"1.25194"	"srz-12"	"Serpentine Receptor, class Z"
"186161_at"	"7.17e-01"	"3.47e-01"	"1.25187"	"math-11"	"pseudo"
"173864_at"	"7.17e-01"	"3.47e-01"	"1.25179"	"hst-1"	"Heparan sulfate N-sulfotransferase 1"
"182743_at"	"7.17e-01"	"3.47e-01"	"1.2517"	"Y47D3B.6"	"hypothetical protein"
"181726_at"	"7.17e-01"	"3.47e-01"	"1.25156"	"inx-18"	"Innexin"
"172907_x_at"	"7.17e-01"	"3.47e-01"	"1.25104"	"msp-56///msp-10"	"Major sperm protein 10/36/56/76///Major sperm protein 10/36/56/76"
"182929_s_at"	"7.17e-01"	"3.47e-01"	"1.25099"	"ZK154.6"	"hypothetical protein"
"172956_at"	"7.17e-01"	"3.47e-01"	"1.25094"	"F02E9.5"	"hypothetical protein"
"178410_s_at"	"7.17e-01"	"3.47e-01"	"1.25091"	"R04D3.4"	"hypothetical protein"
"178632_at"	"7.17e-01"	"3.47e-01"	"1.25091"	"srw-92"	"pseudo"
"173812_at"	"7.17e-01"	"3.47e-01"	"1.25089"	"ast-1"	"Axon STeering defect"
"172689_x_at"	"7.17e-01"	"3.47e-01"	"1.25076"	""	""
"174338_at"	"7.17e-01"	"3.47e-01"	"1.25053"	"vhp-1"	"Tyrosine-protein phosphatase vhp-1"
"186185_s_at"	"7.17e-01"	"3.47e-01"	"1.25052"	"Y47D3A.13///W09D6.4"	"hypothetical protein///hypothetical protein"
"180167_at"	"7.17e-01"	"3.47e-01"	"1.25036"	"F10G7.12///sre-39"	"hypothetical protein///Serpentine Receptor, class E (epsilon)"
"190651_at"	"7.17e-01"	"3.47e-01"	"1.25027"	"ugt-61"	"UDP-glucuronosyltransferase"
"177347_at"	"7.17e-01"	"3.47e-01"	"1.25025"	"mys-1"	"Histone acetyltransferase Tip60 homolog"
"179007_at"	"7.17e-01"	"3.47e-01"	"1.25025"	"F14H8.5"	"hypothetical protein"
"177595_at"	"7.17e-01"	"3.47e-01"	"1.25024"	"C06C3.11"	"pseudo"
"185812_at"	"7.17e-01"	"3.47e-01"	"1.2502"	"C04E12.2"	"hypothetical protein"
"189275_at"	"7.17e-01"	"3.47e-01"	"1.24998"	"clec-162"	"C-type lectin domain-containing protein 162"
"178550_at"	"7.17e-01"	"3.47e-01"	"1.24993"	"C33G3.5"	"hypothetical protein"
"188804_at"	"7.17e-01"	"3.47e-01"	"1.24991"	"cal-8"	"CALmodulin related genes"
"172700_x_at"	"7.17e-01"	"3.48e-01"	"1.24951"	"col-157"	"COLlagen"
"186794_s_at"	"7.17e-01"	"3.48e-01"	"1.24951"	"Y46G5A.22"	"hypothetical protein"
"178000_at"	"7.17e-01"	"3.48e-01"	"1.24923"	"srh-63"	"Serpentine Receptor, class H"
"186825_at"	"7.17e-01"	"3.48e-01"	"1.24913"	"C43E11.12"	"hypothetical protein"
"177926_s_at"	"7.17e-01"	"3.48e-01"	"1.24913"	"srw-38///srw-39"	"Serpentine Receptor, class W///Serpentine Receptor, class W"
"193577_at"	"7.17e-01"	"3.48e-01"	"1.24907"	"nhr-89"	"Nuclear hormone receptor family member nhr-89"
"178094_at"	"7.17e-01"	"3.48e-01"	"1.24898"	"F41E7.7"	"hypothetical protein"
"191615_at"	"7.17e-01"	"3.48e-01"	"1.24896"	"gcy-4"	"Receptor-type guanylate cyclase gcy-4"
"182412_at"	"7.17e-01"	"3.48e-01"	"1.24865"	"srh-286"	"Serpentine Receptor, class H"
"185372_at"	"7.17e-01"	"3.48e-01"	"1.24862"	"Y57A10A.1"	"hypothetical protein"
"176852_at"	"7.17e-01"	"3.48e-01"	"1.24857"	"srsx-5"	"Serpentine Receptor, class SX"
"185217_at"	"7.17e-01"	"3.48e-01"	"1.24849"	"C32B5.15"	"hypothetical protein"
"192664_s_at"	"7.17e-01"	"3.48e-01"	"1.24832"	"ZK938.1///F52H3.6"	"Serine/threonine-protein phosphatase///Serine/threonine-protein phosphatase"
"175046_s_at"	"7.17e-01"	"3.48e-01"	"1.24829"	"vbh-1"	"Vasa-and Belle-like Helicase"
"190000_s_at"	"7.17e-01"	"3.48e-01"	"1.24828"	"glh-4"	"ATP-dependent RNA helicase glh-4"
"182555_at"	"7.17e-01"	"3.48e-01"	"1.2482"	"F08F3.1"	"hypothetical protein"
"173706_at"	"7.17e-01"	"3.48e-01"	"1.24782"	"ZK154.6"	"hypothetical protein"
"193600_s_at"	"7.17e-01"	"3.48e-01"	"1.24764"	"pms-2"	"PMS (Post Meiotic Segregation) family"
"177555_at"	"7.17e-01"	"3.48e-01"	"1.24759"	"F09B9.4"	"hypothetical protein"
"182313_at"	"7.17e-01"	"3.48e-01"	"1.24743"	"str-37"	"Seven TM Receptor"
"177460_at"	"7.17e-01"	"3.48e-01"	"1.24737"	"srt-39"	"Serpentine Receptor, class T"
"174951_at"	"7.17e-01"	"3.48e-01"	"1.24733"	"C34D10.2"	"hypothetical protein"
"177901_at"	"7.17e-01"	"3.48e-01"	"1.2473"	"sru-38"	"Serpentine Receptor, class U"
"179116_at"	"7.17e-01"	"3.48e-01"	"1.24715"	"F55G7.1"	"hypothetical protein"
"184918_at"	"7.17e-01"	"3.48e-01"	"1.2471"	"oac-57"	"O-ACyltransferase homolog"
"181901_at"	"7.17e-01"	"3.48e-01"	"1.24698"	"Y40B1A.1"	"hypothetical protein"
"182765_at"	"7.17e-01"	"3.48e-01"	"1.24695"	"ZK994.6"	"hypothetical protein"
"190284_s_at"	"7.17e-01"	"3.48e-01"	"1.24683"	"unc-108"	"hypothetical protein"
"192912_at"	"7.17e-01"	"3.49e-01"	"1.24678"	"F41D3.12///F41D3.13"	"pseudo///pseudo"
"187792_at"	"7.17e-01"	"3.49e-01"	"1.24673"	"eri-9"	"Enhanced RNAI (RNA interference)"
"186024_s_at"	"7.17e-01"	"3.49e-01"	"1.24659"	"K11D12.7"	"hypothetical protein"
"188006_s_at"	"7.17e-01"	"3.49e-01"	"1.24646"	"toc-1"	"similar to Transporter Of divalent Cations"
"187824_at"	"7.17e-01"	"3.49e-01"	"1.24619"	"ZK1290.10"	"hypothetical protein"
"178367_at"	"7.17e-01"	"3.49e-01"	"1.24619"	"K08H2.2"	"hypothetical protein"
"185342_at"	"7.17e-01"	"3.49e-01"	"1.24585"	"C24H12.8"	"hypothetical protein"
"187560_at"	"7.17e-01"	"3.49e-01"	"1.24561"	"T16H12.2"	"hypothetical protein"
"191271_s_at"	"7.17e-01"	"3.49e-01"	"1.24547"	"obr-4"	"Oxysterol-binding protein"
"190127_at"	"7.17e-01"	"3.49e-01"	"1.24545"	"rab-11.1"	"Ras-related protein rab-11.1"
"191573_s_at"	"7.17e-01"	"3.49e-01"	"1.24518"	"atp-2"	"ATP synthase subunit beta, mitochondrial"
"188679_s_at"	"7.17e-01"	"3.49e-01"	"1.24507"	"vha-18"	"Probable V-type proton ATPase subunit H 1"
"178346_at"	"7.17e-01"	"3.49e-01"	"1.24489"	"srbc-49"	"Serpentine Receptor, class BC (class B-like)"
"178326_at"	"7.17e-01"	"3.49e-01"	"1.24473"	"Y60A9.1"	"hypothetical protein"
"193598_at"	"7.17e-01"	"3.49e-01"	"1.24454"	"C01G12.5"	"hypothetical protein"
"175446_at"	"7.17e-01"	"3.49e-01"	"1.24454"	""	""
"178801_at"	"7.17e-01"	"3.49e-01"	"1.24453"	"srh-153"	"pseudo"
"176911_at"	"7.17e-01"	"3.49e-01"	"1.24446"	"Y47D3A.20"	"hypothetical protein"
"184176_at"	"7.17e-01"	"3.49e-01"	"1.24443"	"tnt-4"	"TropoNin T"
"184046_at"	"7.17e-01"	"3.49e-01"	"1.24441"	"srt-38"	"Serpentine Receptor, class T"
"191095_at"	"7.17e-01"	"3.49e-01"	"1.24441"	"R17.3"	"hypothetical protein"
"189203_at"	"7.17e-01"	"3.49e-01"	"1.24435"	"nipi-4"	"Protein nipi-4"
"190661_s_at"	"7.17e-01"	"3.49e-01"	"1.24421"	"C07A9.5///C50C3.2"	"Uncharacterized calcium-binding protein C07A9.5///hypothetical protein"
"173285_s_at"	"7.17e-01"	"3.49e-01"	"1.24416"	"ncx-1"	"Na/Ca eXchangers"
"171754_x_at"	"7.17e-01"	"3.49e-01"	"1.24411"	"Y15E3A.4"	"hypothetical protein"
"193446_s_at"	"7.17e-01"	"3.50e-01"	"1.24389"	"klp-16"	"Kinesin-like protein"
"178443_s_at"	"7.17e-01"	"3.50e-01"	"1.24387"	""	""
"193729_at"	"7.17e-01"	"3.50e-01"	"1.24361"	"qui-1"	"QUInine non-avoider"
"179197_s_at"	"7.17e-01"	"3.50e-01"	"1.2436"	"fbxa-136"	"F-box A protein"
"177699_at"	"7.17e-01"	"3.50e-01"	"1.24355"	"vacl-14"	"VAC (yeast VACuole morphology)-Like"
"192140_at"	"7.17e-01"	"3.50e-01"	"1.24351"	"C06B8.7"	"hypothetical protein"
"187075_at"	"7.17e-01"	"3.50e-01"	"1.24342"	"srw-105"	"pseudo"
"184985_s_at"	"7.17e-01"	"3.50e-01"	"1.24338"	"nlp-40"	"Neuropeptide-Like Protein"
"173462_s_at"	"7.17e-01"	"3.50e-01"	"1.24331"	"lin-13"	"Zinc finger protein lin-13"
"173785_at"	"7.17e-01"	"3.50e-01"	"1.2433"	"nfya-1"	"Nuclear transcription Factor Y, A (alpha) subunit"
"182014_s_at"	"7.17e-01"	"3.50e-01"	"1.24325"	"F27C1.6"	"hypothetical protein"
"186715_at"	"7.17e-01"	"3.50e-01"	"1.24309"	"F46C5.2"	"hypothetical protein"
"187889_at"	"7.17e-01"	"3.50e-01"	"1.24298"	"pad-1"	"Protein pad-1"
"187521_at"	"7.17e-01"	"3.50e-01"	"1.24279"	"R05D3.8"	"Putative RNA-binding protein R05D3.8"
"181127_s_at"	"7.17e-01"	"3.50e-01"	"1.24269"	"thoc-2"	"THO Complex (transcription factor/nuclear export) subunit"
"184682_s_at"	"7.17e-01"	"3.50e-01"	"1.24267"	"mam-3"	"MAM (Meprin, A5-protein, PTPmu) domain protein"
"180506_at"	"7.17e-01"	"3.50e-01"	"1.24265"	"str-158"	"Seven TM Receptor"
"184161_at"	"7.17e-01"	"3.50e-01"	"1.24263"	"uev-2"	"Ubiquitin E2 (conjugating enzyme) variant"
"193499_s_at"	"7.17e-01"	"3.50e-01"	"1.24222"	"ZC504.3"	"hypothetical protein"
"181733_at"	"7.17e-01"	"3.50e-01"	"1.24211"	"flp-27"	"EASAFGDIIGELKGKGLGGRMRF-amide"
"189367_at"	"7.17e-01"	"3.50e-01"	"1.24207"	"sri-50"	"Serpentine Receptor, class I"
"185221_at"	"7.17e-01"	"3.50e-01"	"1.24201"	"cyh-1"	"CYclin H"
"174214_at"	"7.17e-01"	"3.50e-01"	"1.24186"	""	""
"189911_s_at"	"7.17e-01"	"3.50e-01"	"1.24186"	"col-140"	"COLlagen"
"180923_at"	"7.17e-01"	"3.50e-01"	"1.24183"	"F44D12.8"	"hypothetical protein"
"176818_s_at"	"7.17e-01"	"3.50e-01"	"1.24166"	"tag-278"	"Putative protein tag-278"
"183625_at"	"7.17e-01"	"3.50e-01"	"1.24162"	"clec-213"	"C-type LECtin"
"184742_at"	"7.17e-01"	"3.50e-01"	"1.24158"	"F58F9.1///F19G12.2"	"hypothetical protein///hypothetical protein"
"180418_at"	"7.17e-01"	"3.50e-01"	"1.24148"	"lpr-7"	"LiPocalin-Related protein"
"180918_at"	"7.17e-01"	"3.50e-01"	"1.24147"	"F22E5.2"	"hypothetical protein"
"191880_at"	"7.17e-01"	"3.50e-01"	"1.24137"	"F41E7.6"	"hypothetical protein"
"175547_at"	"7.17e-01"	"3.50e-01"	"1.24134"	"ari-1"	"ARI (ubiquitin ligase Ariadne) homolog"
"183084_at"	"7.17e-01"	"3.50e-01"	"1.24127"	"C54D10.8"	"hypothetical protein"
"177127_at"	"7.17e-01"	"3.51e-01"	"1.24117"	"irld-16"	"pseudo"
"189007_at"	"7.17e-01"	"3.51e-01"	"1.24113"	"pha-2"	"hypothetical protein"
"181617_at"	"7.17e-01"	"3.51e-01"	"1.24113"	"fbxa-201"	"F-box A protein"
"188841_at"	"7.17e-01"	"3.51e-01"	"1.24109"	"B0222.11"	"hypothetical protein"
"193603_s_at"	"7.18e-01"	"3.51e-01"	"1.24048"	"nhr-61"	"Nuclear Hormone Receptor family"
"193020_at"	"7.18e-01"	"3.51e-01"	"1.24036"	"nmat-2"	"Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2"
"187002_at"	"7.18e-01"	"3.51e-01"	"1.24031"	"F53G12.11"	"Protein F53G12.11"
"193130_at"	"7.18e-01"	"3.51e-01"	"1.23988"	"clec-97"	"C-type LECtin"
"191834_at"	"7.18e-01"	"3.51e-01"	"1.23982"	"H10D18.6"	"hypothetical protein"
"179567_at"	"7.18e-01"	"3.51e-01"	"1.23972"	"C10C6.3"	"hypothetical protein"
"187288_s_at"	"7.18e-01"	"3.51e-01"	"1.23943"	"pgam-5"	"Serine/threonine-protein phosphatase Pgam5, mitochondrial"
"179833_at"	"7.18e-01"	"3.51e-01"	"1.23927"	"fbxb-35"	"F-box B protein"
"182990_at"	"7.18e-01"	"3.51e-01"	"1.23917"	"let-526"	"hypothetical protein"
"179762_at"	"7.18e-01"	"3.51e-01"	"1.23913"	"cnnm-2"	"vertebrate CNNM family homolog"
"189351_at"	"7.18e-01"	"3.51e-01"	"1.23885"	"mtm-6"	"MTM (myotubularin) family"
"189855_at"	"7.18e-01"	"3.51e-01"	"1.23885"	"nhr-118"	"Nuclear Hormone Receptor family"
"183651_at"	"7.18e-01"	"3.51e-01"	"1.23861"	"nhr-147"	"Nuclear Hormone Receptor family"
"183437_at"	"7.18e-01"	"3.51e-01"	"1.23859"	"F02C9.1"	"hypothetical protein"
"174475_s_at"	"7.18e-01"	"3.51e-01"	"1.23859"	"F45F2.10"	"hypothetical protein"
"175888_at"	"7.18e-01"	"3.51e-01"	"1.23846"	"F12E12.12"	"hypothetical protein"
"186361_at"	"7.18e-01"	"3.52e-01"	"1.23835"	"chdp-1"	"Calponin Homology Domain containing Protein"
"192975_at"	"7.18e-01"	"3.52e-01"	"1.23831"	"rfl-1"	"NEDD8-activating enzyme E1 catalytic subunit"
"175380_at"	"7.18e-01"	"3.52e-01"	"1.23805"	"sop-2"	"Polycomb protein sop-2"
"184462_at"	"7.18e-01"	"3.52e-01"	"1.23802"	"F46F11.7"	"hypothetical protein"
"184683_at"	"7.18e-01"	"3.52e-01"	"1.23796"	"F46G11.1"	"hypothetical protein"
"181762_s_at"	"7.18e-01"	"3.52e-01"	"1.23793"	"pisy-1"	"PhosphatidylInositol SYnthase"
"192951_at"	"7.18e-01"	"3.52e-01"	"1.23764"	"lurp-2"	"LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein"
"181098_at"	"7.18e-01"	"3.52e-01"	"1.2376"	"acp-1"	"Putative acid phosphatase 1"
"190140_at"	"7.19e-01"	"3.52e-01"	"1.2374"	"M01A10.1"	"hypothetical protein"
"178075_at"	"7.19e-01"	"3.52e-01"	"1.23732"	"T27E7.6"	"hypothetical protein"
"181202_at"	"7.19e-01"	"3.52e-01"	"1.2372"	"F26G1.2"	"hypothetical protein"
"172510_x_at"	"7.19e-01"	"3.52e-01"	"1.2372"	""	""
"189209_at"	"7.19e-01"	"3.52e-01"	"1.23699"	"B0218.5"	"hypothetical protein"
"173990_s_at"	"7.19e-01"	"3.52e-01"	"1.23688"	"cpl-1"	"CathePsin L family"
"187733_s_at"	"7.19e-01"	"3.52e-01"	"1.23684"	"C45G9.11"	"hypothetical protein"
"181244_at"	"7.19e-01"	"3.52e-01"	"1.23671"	"sra-27"	"Serpentine receptor class alpha-27"
"191452_at"	"7.19e-01"	"3.52e-01"	"1.23655"	"K12G11.6///srx-76"	"hypothetical protein///Serpentine Receptor, class X"
"190174_s_at"	"7.19e-01"	"3.52e-01"	"1.23636"	"rpt-2"	"Probable 26S protease regulatory subunit 4"
"175198_at"	"7.19e-01"	"3.52e-01"	"1.23622"	"blos-7"	"BLOC (Biogenesis of Lysosome-related Organelles Complex) and n"
"184583_at"	"7.19e-01"	"3.52e-01"	"1.23612"	"srx-19"	"Serpentine Receptor, class X"
"181810_at"	"7.19e-01"	"3.52e-01"	"1.23603"	"C56E6.4"	"hypothetical protein"
"180762_at"	"7.19e-01"	"3.52e-01"	"1.23577"	"C10G8.2"	"hypothetical protein"
"186355_at"	"7.19e-01"	"3.52e-01"	"1.23567"	"C16C8.21///C16C8.20"	"hypothetical protein///hypothetical protein"
"182563_at"	"7.19e-01"	"3.53e-01"	"1.23555"	"R03A10.5"	"hypothetical protein"
"192125_s_at"	"7.19e-01"	"3.53e-01"	"1.23555"	"sod-1"	"Superoxide dismutase [Cu-Zn]"
"191804_s_at"	"7.19e-01"	"3.53e-01"	"1.23528"	"npr-15"	"Neuropeptide receptor 15"
"176126_at"	"7.19e-01"	"3.53e-01"	"1.23505"	"F10E9.4"	"hypothetical protein"
"178714_at"	"7.19e-01"	"3.53e-01"	"1.23479"	"K04H8.2"	"hypothetical protein"
"186960_s_at"	"7.19e-01"	"3.53e-01"	"1.23475"	"mig-1"	"hypothetical protein"
"185875_at"	"7.19e-01"	"3.53e-01"	"1.23455"	"C09H10.10"	"hypothetical protein"
"186471_at"	"7.19e-01"	"3.53e-01"	"1.23436"	"hyl-2"	"Ceramide synthase hyl-2"
"184181_at"	"7.19e-01"	"3.53e-01"	"1.23417"	"srr-8"	"Serpentine Receptor, class R"
"183933_at"	"7.20e-01"	"3.53e-01"	"1.23375"	"btb-3"	"pseudo"
"186540_at"	"7.20e-01"	"3.53e-01"	"1.23367"	"C35D10.13"	"hypothetical protein"
"174162_s_at"	"7.20e-01"	"3.53e-01"	"1.23366"	"hcp-6"	"HoloCentric chromosome binding Protein"
"187593_at"	"7.20e-01"	"3.53e-01"	"1.23336"	"K01A12.2"	"hypothetical protein"
"189745_s_at"	"7.20e-01"	"3.53e-01"	"1.23329"	"snx-14"	"Sorting NeXin"
"189576_at"	"7.20e-01"	"3.53e-01"	"1.23328"	"Y40H7A.9"	"hypothetical protein"
"192094_at"	"7.20e-01"	"3.53e-01"	"1.23325"	"scl-19"	"SCP-Like extracellular protein"
"179471_at"	"7.20e-01"	"3.53e-01"	"1.23323"	"srsx-1"	"Serpentine Receptor, class SX"
"179151_at"	"7.20e-01"	"3.53e-01"	"1.23323"	"ZK262.8"	"hypothetical protein"
"180962_s_at"	"7.20e-01"	"3.53e-01"	"1.23308"	"pgrn-1"	"ProGRaNulin homolog"
"180601_s_at"	"7.20e-01"	"3.53e-01"	"1.23298"	"bra-1"	"BMP Receptor Associated protein family"
"182176_at"	"7.20e-01"	"3.53e-01"	"1.23292"	"F07G6.8"	"hypothetical protein"
"191536_at"	"7.20e-01"	"3.54e-01"	"1.23278"	"str-85"	"Seven TM Receptor"
"177777_at"	"7.20e-01"	"3.54e-01"	"1.23275"	"C04G2.9"	"hypothetical protein"
"175044_at"	"7.20e-01"	"3.54e-01"	"1.23254"	"flcn-1"	"FoLliCuliN"
"178675_at"	"7.20e-01"	"3.54e-01"	"1.23238"	"F47G9.6"	"hypothetical protein"
"190648_at"	"7.20e-01"	"3.54e-01"	"1.23238"	"him-8"	"High Incidence of Males (increased X chromosome loss)"
"173408_s_at"	"7.20e-01"	"3.54e-01"	"1.23198"	"eef-1G"	"Probable elongation factor 1-gamma"
"177582_s_at"	"7.20e-01"	"3.54e-01"	"1.23193"	"rsd-2"	"hypothetical protein"
"175364_at"	"7.20e-01"	"3.54e-01"	"1.23192"	"aak-2"	"5'-AMP-activated protein kinase catalytic subunit alpha-2"
"192153_at"	"7.20e-01"	"3.54e-01"	"1.23188"	"M153.1"	"hypothetical protein"
"182872_at"	"7.20e-01"	"3.54e-01"	"1.23183"	"C06A6.2"	"hypothetical protein"
"184468_at"	"7.20e-01"	"3.54e-01"	"1.23154"	"Y102A5C.4"	"hypothetical protein"
"177853_at"	"7.20e-01"	"3.54e-01"	"1.23154"	"T22C8.1"	"hypothetical protein"
"187847_at"	"7.20e-01"	"3.54e-01"	"1.23115"	"ZK686.1"	"hypothetical protein"
"181015_at"	"7.20e-01"	"3.54e-01"	"1.23084"	"cdh-10"	"CaDHerin family"
"178722_at"	"7.20e-01"	"3.54e-01"	"1.23072"	"B0334.9"	"pseudo"
"173539_at"	"7.20e-01"	"3.54e-01"	"1.23046"	"eif-3.E"	"Eukaryotic translation initiation factor 3 subunit E"
"187801_at"	"7.20e-01"	"3.54e-01"	"1.23022"	"mrpl-15"	"Mitochondrial Ribosomal Protein, Large"
"173836_at"	"7.20e-01"	"3.55e-01"	"1.23009"	"toh-1"	"Zinc metalloproteinase nas-26"
"184430_at"	"7.21e-01"	"3.55e-01"	"1.22957"	"rog-1"	"Ras activating factor in development Of Germline"
"182296_at"	"7.21e-01"	"3.55e-01"	"1.22945"	"srbc-55"	"Serpentine Receptor, class BC (class B-like)"
"192863_at"	"7.21e-01"	"3.55e-01"	"1.2294"	"srp-2"	"SeRPin"
"191810_at"	"7.21e-01"	"3.55e-01"	"1.22932"	"xtr-2"	"MX region of TRA-2 Related"
"186524_at"	"7.21e-01"	"3.55e-01"	"1.22922"	"srh-41"	"Serpentine Receptor, class H"
"191498_at"	"7.21e-01"	"3.55e-01"	"1.22918"	"str-143"	"Seven TM Receptor"
"187296_at"	"7.21e-01"	"3.55e-01"	"1.22915"	"lin-52"	"Protein lin-52"
"177923_at"	"7.21e-01"	"3.55e-01"	"1.22903"	"R13H4.5"	"hypothetical protein"
"175671_at"	"7.21e-01"	"3.55e-01"	"1.22902"	"gap-2"	"GTPase Activating Protein family"
"184281_at"	"7.21e-01"	"3.55e-01"	"1.22899"	"kxd-1"	"KXDl (KxDL) motif containing homolog"
"174203_s_at"	"7.21e-01"	"3.55e-01"	"1.22896"	"panl-3"	"PAB-dependent poly(A)-specific ribonuclease subunit PAN3"
"190721_s_at"	"7.21e-01"	"3.55e-01"	"1.22881"	"hmp-1"	"Alpha-catenin-like protein hmp-1"
"188932_at"	"7.21e-01"	"3.55e-01"	"1.22845"	"D1054.8"	"hypothetical protein"
"174866_at"	"7.21e-01"	"3.55e-01"	"1.22824"	"zyg-11"	"Early embryogenesis protein zyg-11"
"188535_s_at"	"7.21e-01"	"3.55e-01"	"1.22824"	"inf-1"	"Eukaryotic initiation factor 4A"
"182481_at"	"7.21e-01"	"3.55e-01"	"1.22816"	"F35D2.6///F35D2.1"	"hypothetical protein///hypothetical protein"
"179166_s_at"	"7.21e-01"	"3.55e-01"	"1.22813"	"R148.5"	"hypothetical protein"
"186116_at"	"7.21e-01"	"3.55e-01"	"1.22806"	"Y41G9A.6"	"hypothetical protein"
"193642_at"	"7.21e-01"	"3.55e-01"	"1.22799"	"sdc-1"	"Zinc finger protein sdc-1"
"186488_at"	"7.21e-01"	"3.55e-01"	"1.22789"	"T15H9.4"	"hypothetical protein"
"176898_at"	"7.21e-01"	"3.55e-01"	"1.22787"	"Y73E7A.1"	"hypothetical protein"
"176450_at"	"7.21e-01"	"3.55e-01"	"1.22768"	"zwl-1"	"Protein zwilch homolog"
"182831_at"	"7.21e-01"	"3.56e-01"	"1.22704"	"F08B4.4"	"hypothetical protein"
"189011_at"	"7.21e-01"	"3.56e-01"	"1.22695"	"D1065.2"	"pseudo"
"183257_at"	"7.21e-01"	"3.56e-01"	"1.22691"	"C09E8.1"	"hypothetical protein"
"192848_s_at"	"7.21e-01"	"3.56e-01"	"1.22677"	"D2030.7"	"hypothetical protein"
"171861_x_at"	"7.21e-01"	"3.56e-01"	"1.2265"	""	""
"191473_s_at"	"7.21e-01"	"3.56e-01"	"1.22648"	"str-119///Y45G12C.10"	"Seven TM Receptor///hypothetical protein"
"193075_at"	"7.21e-01"	"3.56e-01"	"1.22637"	"B0334.4"	"hypothetical protein"
"184365_s_at"	"7.21e-01"	"3.56e-01"	"1.22637"	"Y48E1C.1"	"hypothetical protein"
"173111_s_at"	"7.21e-01"	"3.56e-01"	"1.2263"	"ZK484.3"	"hypothetical protein"
"172941_x_at"	"7.21e-01"	"3.56e-01"	"1.22617"	"T13F2.2"	"Putative RNA polymerase II transcriptional coactivator"
"173331_s_at"	"7.21e-01"	"3.56e-01"	"1.22608"	"rpl-36"	"60S ribosomal protein L36"
"185066_s_at"	"7.21e-01"	"3.56e-01"	"1.22605"	"mdt-8"	"Mediator of RNA polymerase II transcription subunit 8"
"182728_at"	"7.21e-01"	"3.56e-01"	"1.22587"	"C50F2.4"	"hypothetical protein"
"177737_at"	"7.21e-01"	"3.56e-01"	"1.22587"	"unc-79"	"Uncoordinated protein 79"
"188718_at"	"7.21e-01"	"3.56e-01"	"1.22561"	"glb-18"	"GLoBin related"
"179998_at"	"7.21e-01"	"3.56e-01"	"1.22556"	""	""
"190467_at"	"7.21e-01"	"3.56e-01"	"1.2255"	"ttr-29"	"TransThyretin-Related family domain"
"184597_at"	"7.21e-01"	"3.56e-01"	"1.22547"	"clec-177"	"C-type LECtin"
"188188_s_at"	"7.21e-01"	"3.56e-01"	"1.22542"	"ptr-18"	"PaTched Related family"
"191976_at"	"7.21e-01"	"3.56e-01"	"1.22516"	"ser-3"	"SERotonin/octopamine receptor family"
"179175_at"	"7.22e-01"	"3.56e-01"	"1.2249"	"ipla-7"	"Intracelllar PhosphoLipase A family"
"182720_s_at"	"7.22e-01"	"3.56e-01"	"1.22477"	"K08B4.2"	"hypothetical protein"
"184926_at"	"7.22e-01"	"3.57e-01"	"1.22451"	"srg-61"	"Serpentine receptor class gamma"
"190222_s_at"	"7.22e-01"	"3.57e-01"	"1.22444"	"ador-1"	"ADenOsine Receptor homolog"
"184210_at"	"7.22e-01"	"3.57e-01"	"1.22435"	"F49D11.7"	"hypothetical protein"
"182044_at"	"7.22e-01"	"3.57e-01"	"1.22396"	"hpa-1"	"High Performance in Advanced age"
"172551_at"	"7.22e-01"	"3.57e-01"	"1.22395"	"R10A10.1"	"hypothetical protein"
"177114_at"	"7.22e-01"	"3.57e-01"	"1.22393"	"pnc-1"	"Pyrazinamidase and NiCotinamidase"
"177299_at"	"7.22e-01"	"3.57e-01"	"1.22388"	"srt-44"	"Serpentine Receptor, class T"
"177205_at"	"7.22e-01"	"3.57e-01"	"1.22373"	"M88.4"	"hypothetical protein"
"192883_at"	"7.22e-01"	"3.57e-01"	"1.22369"	"ZC477.10"	"pseudo"
"183585_at"	"7.22e-01"	"3.57e-01"	"1.22356"	"K03H6.5"	"hypothetical protein"
"181342_at"	"7.22e-01"	"3.57e-01"	"1.22349"	"F27B3.6"	"hypothetical protein"
